date,use,demand (TWh)
2023-01-14,"NTS Energy Offtaken, LDZ Offtake Total",1.835224341
2023-01-14,"NTS Energy Offtaken, Powerstations Total",0.113595615
2023-01-13,"NTS Energy Offtaken, Industrial Offtake Total",0.059621296
2023-01-13,"NTS Energy Offtaken, LDZ Offtake Total",1.952050498
2023-01-13,"NTS Energy Offtaken, Powerstations Total",0.175801912
2023-01-12,"NTS Energy Offtaken, Industrial Offtake Total",0.056043305
2023-01-12,"NTS Energy Offtaken, LDZ Offtake Total",1.849063556
2023-01-12,"NTS Energy Offtaken, Powerstations Total",0.150391977
2023-01-11,"NTS Energy Offtaken, Industrial Offtake Total",0.057426458
2023-01-11,"NTS Energy Offtaken, LDZ Offtake Total",1.92704483
2023-01-11,"NTS Energy Offtaken, Powerstations Total",0.11934085
2023-01-10,"NTS Energy Offtaken, Industrial Offtake Total",0.058601385
2023-01-10,"NTS Energy Offtaken, LDZ Offtake Total",1.956864482
2023-01-10,"NTS Energy Offtaken, Powerstations Total",0.153857599
2023-01-09,"NTS Energy Offtaken, Industrial Offtake Total",0.059813552
2023-01-09,"NTS Energy Offtaken, LDZ Offtake Total",2.044341995
2023-01-09,"NTS Energy Offtaken, Powerstations Total",0.193017033
2023-01-08,"NTS Energy Offtaken, Industrial Offtake Total",0.046322561
2023-01-08,"NTS Energy Offtaken, LDZ Offtake Total",1.824561653
2023-01-08,"NTS Energy Offtaken, Powerstations Total",0.155636688
2023-01-07,"NTS Energy Offtaken, Industrial Offtake Total",0.041302006
2023-01-07,"NTS Energy Offtaken, LDZ Offtake Total",1.564864339
2023-01-07,"NTS Energy Offtaken, Powerstations Total",0.14077727
2023-01-06,"NTS Energy Offtaken, Industrial Offtake Total",0.038404196
2023-01-06,"NTS Energy Offtaken, LDZ Offtake Total",1.701161575
2023-01-06,"NTS Energy Offtaken, Powerstations Total",0.258133178
2023-01-05,"NTS Energy Offtaken, Industrial Offtake Total",0.037554897
2023-01-05,"NTS Energy Offtaken, LDZ Offtake Total",1.62791776
2023-01-05,"NTS Energy Offtaken, Powerstations Total",0.344633826
2023-01-04,"NTS Energy Offtaken, Industrial Offtake Total",0.035640207
2023-01-04,"NTS Energy Offtaken, LDZ Offtake Total",1.608604217
2023-01-04,"NTS Energy Offtaken, Powerstations Total",0.175687071
2023-01-03,"NTS Energy Offtaken, Industrial Offtake Total",0.038972207
2023-01-03,"NTS Energy Offtaken, LDZ Offtake Total",1.957928124
2023-01-03,"NTS Energy Offtaken, Powerstations Total",0.256900281
2023-01-02,"NTS Energy Offtaken, Industrial Offtake Total",0.040004121
2023-01-02,"NTS Energy Offtaken, LDZ Offtake Total",1.884935066
2023-01-02,"NTS Energy Offtaken, Powerstations Total",0.340891509
2023-01-01,"NTS Energy Offtaken, Industrial Offtake Total",0.040499716
2023-01-01,"NTS Energy Offtaken, LDZ Offtake Total",1.551359091
2023-01-01,"NTS Energy Offtaken, Powerstations Total",0.225735657
2022-12-31,"NTS Energy Offtaken, Industrial Offtake Total",0.041136766
2022-12-31,"NTS Energy Offtaken, LDZ Offtake Total",1.553465639
2022-12-31,"NTS Energy Offtaken, Powerstations Total",0.245989939
2022-12-30,"NTS Energy Offtaken, Industrial Offtake Total",0.039916179
2022-12-30,"NTS Energy Offtaken, LDZ Offtake Total",1.732955801
2022-12-30,"NTS Energy Offtaken, Powerstations Total",0.111661365
2022-12-29,"NTS Energy Offtaken, Industrial Offtake Total",0.036725922
2022-12-29,"NTS Energy Offtaken, LDZ Offtake Total",1.798669711
2022-12-29,"NTS Energy Offtaken, Powerstations Total",0.109509312
2022-12-28,"NTS Energy Offtaken, Industrial Offtake Total",0.044040004
2022-12-28,"NTS Energy Offtaken, LDZ Offtake Total",1.701913006
2022-12-28,"NTS Energy Offtaken, Powerstations Total",0.141626263
2022-12-27,"NTS Energy Offtaken, Industrial Offtake Total",0.054017847
2022-12-27,"NTS Energy Offtaken, LDZ Offtake Total",1.900943019
2022-12-27,"NTS Energy Offtaken, Powerstations Total",0.102636222
2022-12-26,"NTS Energy Offtaken, Industrial Offtake Total",0.051520336
2022-12-26,"NTS Energy Offtaken, LDZ Offtake Total",1.801908411
2022-12-26,"NTS Energy Offtaken, Powerstations Total",0.118391421
2022-12-25,"NTS Energy Offtaken, Industrial Offtake Total",0.05294341
2022-12-25,"NTS Energy Offtaken, LDZ Offtake Total",1.449781781
2022-12-25,"NTS Energy Offtaken, Powerstations Total",0.154092514
2022-12-24,"NTS Energy Offtaken, Industrial Offtake Total",0.053748153
2022-12-24,"NTS Energy Offtaken, LDZ Offtake Total",1.596752028
2022-12-24,"NTS Energy Offtaken, Powerstations Total",0.15939912
2022-12-23,"NTS Energy Offtaken, Industrial Offtake Total",0.057392654
2022-12-23,"NTS Energy Offtaken, LDZ Offtake Total",1.708258818
2022-12-23,"NTS Energy Offtaken, Powerstations Total",0.377323116
2022-12-22,"NTS Energy Offtaken, Industrial Offtake Total",0.057532092
2022-12-22,"NTS Energy Offtaken, LDZ Offtake Total",1.856163113
2022-12-22,"NTS Energy Offtaken, Powerstations Total",0.660126581
2022-12-21,"NTS Energy Offtaken, Industrial Offtake Total",0.054195406
2022-12-21,"NTS Energy Offtaken, LDZ Offtake Total",1.869031132
2022-12-21,"NTS Energy Offtaken, Powerstations Total",0.279354427
2022-12-20,"NTS Energy Offtaken, Industrial Offtake Total",0.067796626
2022-12-20,"NTS Energy Offtaken, LDZ Offtake Total",1.83720908
2022-12-20,"NTS Energy Offtaken, Powerstations Total",0.017300325
2022-12-19,"NTS Energy Offtaken, Industrial Offtake Total",0.051219611
2022-12-19,"NTS Energy Offtaken, LDZ Offtake Total",1.744185132
2022-12-19,"NTS Energy Offtaken, Powerstations Total",0.259636239
2022-12-18,"NTS Energy Offtaken, Industrial Offtake Total",0.054896019
2022-12-18,"NTS Energy Offtaken, LDZ Offtake Total",2.325087049
2022-12-18,"NTS Energy Offtaken, Powerstations Total",0.226234231
2022-12-17,"NTS Energy Offtaken, Industrial Offtake Total",0.063485078
2022-12-17,"NTS Energy Offtaken, LDZ Offtake Total",2.640122256
2022-12-17,"NTS Energy Offtaken, Powerstations Total",0.533123028
2022-12-16,"NTS Energy Offtaken, Industrial Offtake Total",0.06410597
2022-12-16,"NTS Energy Offtaken, LDZ Offtake Total",2.951885023
2022-12-16,"NTS Energy Offtaken, Powerstations Total",0.849247484
2022-12-15,"NTS Energy Offtaken, Industrial Offtake Total",0.068288531
2022-12-15,"NTS Energy Offtaken, LDZ Offtake Total",3.073894135
2022-12-15,"NTS Energy Offtaken, Powerstations Total",0.988700919
2022-12-14,"NTS Energy Offtaken, Industrial Offtake Total",0.086602661
2022-12-14,"NTS Energy Offtaken, LDZ Offtake Total",3.002028766
2022-12-14,"NTS Energy Offtaken, Powerstations Total",0.938038509
2022-12-13,"NTS Energy Offtaken, Industrial Offtake Total",0.085144153
2022-12-13,"NTS Energy Offtaken, LDZ Offtake Total",2.922744983
2022-12-13,"NTS Energy Offtaken, Powerstations Total",0.990741234
2022-12-12,"NTS Energy Offtaken, Industrial Offtake Total",0.091270767
2022-12-12,"NTS Energy Offtaken, LDZ Offtake Total",2.873154075
2022-12-12,"NTS Energy Offtaken, Powerstations Total",1.044264229
2022-12-11,"NTS Energy Offtaken, Industrial Offtake Total",0.065315616
2022-12-11,"NTS Energy Offtaken, LDZ Offtake Total",2.629376926
2022-12-11,"NTS Energy Offtaken, Powerstations Total",0.992123411
2022-12-10,"NTS Energy Offtaken, Industrial Offtake Total",0.066496353
2022-12-10,"NTS Energy Offtaken, LDZ Offtake Total",2.544759224
2022-12-10,"NTS Energy Offtaken, Powerstations Total",0.877926212
2022-12-09,"NTS Energy Offtaken, Industrial Offtake Total",0.085740455
2022-12-09,"NTS Energy Offtaken, LDZ Offtake Total",2.719299081
2022-12-09,"NTS Energy Offtaken, Powerstations Total",0.931555868
2022-12-08,"NTS Energy Offtaken, Industrial Offtake Total",0.083603282
2022-12-08,"NTS Energy Offtaken, LDZ Offtake Total",2.620209482
2022-12-08,"NTS Energy Offtaken, Powerstations Total",0.940343988
2022-12-07,"NTS Energy Offtaken, Industrial Offtake Total",0.079753816
2022-12-07,"NTS Energy Offtaken, LDZ Offtake Total",2.439529945
2022-12-07,"NTS Energy Offtaken, Powerstations Total",0.859145491
2022-12-06,"NTS Energy Offtaken, Industrial Offtake Total",0.07995127
2022-12-06,"NTS Energy Offtaken, LDZ Offtake Total",2.218316064
2022-12-06,"NTS Energy Offtaken, Powerstations Total",0.811679818
2022-12-05,"NTS Energy Offtaken, Industrial Offtake Total",0.073280864
2022-12-05,"NTS Energy Offtaken, LDZ Offtake Total",2.109157278
2022-12-05,"NTS Energy Offtaken, Powerstations Total",0.815954848
2022-12-04,"NTS Energy Offtaken, Industrial Offtake Total",0.05782429
2022-12-04,"NTS Energy Offtaken, LDZ Offtake Total",2.017229084
2022-12-04,"NTS Energy Offtaken, Powerstations Total",0.477744237
2022-12-03,"NTS Energy Offtaken, Industrial Offtake Total",0.057807851
2022-12-03,"NTS Energy Offtaken, LDZ Offtake Total",1.920613022
2022-12-03,"NTS Energy Offtaken, Powerstations Total",0.539205951
2022-12-02,"NTS Energy Offtaken, Industrial Offtake Total",0.072637047
2022-12-02,"NTS Energy Offtaken, LDZ Offtake Total",1.991159863
2022-12-02,"NTS Energy Offtaken, Powerstations Total",0.712704683
2022-12-01,"NTS Energy Offtaken, Industrial Offtake Total",0.086799024
2022-12-01,"NTS Energy Offtaken, LDZ Offtake Total",2.043297033
2022-12-01,"NTS Energy Offtaken, Powerstations Total",0.899633405
2022-11-30,"NTS Energy Offtaken, Industrial Offtake Total",0.08370161
2022-11-30,"NTS Energy Offtaken, LDZ Offtake Total",2.005425783
2022-11-30,"NTS Energy Offtaken, Powerstations Total",0.898386829
2022-11-29,"NTS Energy Offtaken, Industrial Offtake Total",0.087314951
2022-11-29,"NTS Energy Offtaken, LDZ Offtake Total",2.036196042
2022-11-29,"NTS Energy Offtaken, Powerstations Total",0.918995203
2022-11-28,"NTS Energy Offtaken, Industrial Offtake Total",0.088598126
2022-11-28,"NTS Energy Offtaken, LDZ Offtake Total",1.807319088
2022-11-28,"NTS Energy Offtaken, Powerstations Total",0.929821187
2022-11-27,"NTS Energy Offtaken, Industrial Offtake Total",0.069124586
2022-11-27,"NTS Energy Offtaken, LDZ Offtake Total",1.446867993
2022-11-27,"NTS Energy Offtaken, Powerstations Total",0.678054373
2022-11-26,"NTS Energy Offtaken, Industrial Offtake Total",0.056003043
2022-11-26,"NTS Energy Offtaken, LDZ Offtake Total",1.509225778
2022-11-26,"NTS Energy Offtaken, Powerstations Total",0.478433938
2022-11-25,"NTS Energy Offtaken, Industrial Offtake Total",0.065144784
2022-11-25,"NTS Energy Offtaken, LDZ Offtake Total",1.68212506
2022-11-25,"NTS Energy Offtaken, Powerstations Total",0.629357148
2022-11-24,"NTS Energy Offtaken, Industrial Offtake Total",0.064481203
2022-11-24,"NTS Energy Offtaken, LDZ Offtake Total",1.80540571
2022-11-24,"NTS Energy Offtaken, Powerstations Total",0.55250669
2022-11-23,"NTS Energy Offtaken, Industrial Offtake Total",0.070141435
2022-11-23,"NTS Energy Offtaken, LDZ Offtake Total",1.779407889
2022-11-23,"NTS Energy Offtaken, Powerstations Total",0.76360847
2022-11-22,"NTS Energy Offtaken, Industrial Offtake Total",0.079383938
2022-11-22,"NTS Energy Offtaken, LDZ Offtake Total",1.873036285
2022-11-22,"NTS Energy Offtaken, Powerstations Total",0.833267085
2022-11-21,"NTS Energy Offtaken, Industrial Offtake Total",0.070300881
2022-11-21,"NTS Energy Offtaken, LDZ Offtake Total",1.980525294
2022-11-21,"NTS Energy Offtaken, Powerstations Total",0.79670037
2022-11-20,"NTS Energy Offtaken, Industrial Offtake Total",0.074732069
2022-11-20,"NTS Energy Offtaken, LDZ Offtake Total",1.602328599
2022-11-20,"NTS Energy Offtaken, Powerstations Total",0.821312715
2022-11-19,"NTS Energy Offtaken, Industrial Offtake Total",0.0711757
2022-11-19,"NTS Energy Offtaken, LDZ Offtake Total",1.516669364
2022-11-19,"NTS Energy Offtaken, Powerstations Total",0.752550403
2022-11-18,"NTS Energy Offtaken, Industrial Offtake Total",0.06984756
2022-11-18,"NTS Energy Offtaken, LDZ Offtake Total",1.549960206
2022-11-18,"NTS Energy Offtaken, Powerstations Total",0.725311784
2022-11-17,"NTS Energy Offtaken, Industrial Offtake Total",0.063635523
2022-11-17,"NTS Energy Offtaken, LDZ Offtake Total",1.566577437
2022-11-17,"NTS Energy Offtaken, Powerstations Total",0.607057867
2022-11-16,"NTS Energy Offtaken, Industrial Offtake Total",0.06957563
2022-11-16,"NTS Energy Offtaken, LDZ Offtake Total",1.547196789
2022-11-16,"NTS Energy Offtaken, Powerstations Total",0.615612436
2022-11-15,"NTS Energy Offtaken, Industrial Offtake Total",0.068014336
2022-11-15,"NTS Energy Offtaken, LDZ Offtake Total",1.40954015
2022-11-15,"NTS Energy Offtaken, Powerstations Total",0.663632463
2022-11-14,"NTS Energy Offtaken, Industrial Offtake Total",0.071060342
2022-11-14,"NTS Energy Offtaken, LDZ Offtake Total",1.277278053
2022-11-14,"NTS Energy Offtaken, Powerstations Total",0.699891499
2022-11-13,"NTS Energy Offtaken, Industrial Offtake Total",0.05961197
2022-11-13,"NTS Energy Offtaken, LDZ Offtake Total",1.116768607
2022-11-13,"NTS Energy Offtaken, Powerstations Total",0.585611332
2022-11-12,"NTS Energy Offtaken, Industrial Offtake Total",0.06117627
2022-11-12,"NTS Energy Offtaken, LDZ Offtake Total",1.054955437
2022-11-12,"NTS Energy Offtaken, Powerstations Total",0.672336667
2022-11-11,"NTS Energy Offtaken, Industrial Offtake Total",0.0510899
2022-11-11,"NTS Energy Offtaken, LDZ Offtake Total",1.069200502
2022-11-11,"NTS Energy Offtaken, Powerstations Total",0.47086891
2022-11-10,"NTS Energy Offtaken, Industrial Offtake Total",0.037992346
2022-11-10,"NTS Energy Offtaken, LDZ Offtake Total",1.249020938
2022-11-10,"NTS Energy Offtaken, Powerstations Total",0.376197677
2022-11-09,"NTS Energy Offtaken, Industrial Offtake Total",0.039572577
2022-11-09,"NTS Energy Offtaken, LDZ Offtake Total",1.303422902
2022-11-09,"NTS Energy Offtaken, Powerstations Total",0.442881992
2022-11-08,"NTS Energy Offtaken, Industrial Offtake Total",0.039556301
2022-11-08,"NTS Energy Offtaken, LDZ Offtake Total",1.279112287
2022-11-08,"NTS Energy Offtaken, Powerstations Total",0.348610209
2022-11-07,"NTS Energy Offtaken, Industrial Offtake Total",0.048546578
2022-11-07,"NTS Energy Offtaken, LDZ Offtake Total",1.282930932
2022-11-07,"NTS Energy Offtaken, Powerstations Total",0.390530676
2022-11-06,"NTS Energy Offtaken, Industrial Offtake Total",0.045791038
2022-11-06,"NTS Energy Offtaken, LDZ Offtake Total",1.282196851
2022-11-06,"NTS Energy Offtaken, Powerstations Total",0.296111393
2022-11-05,"NTS Energy Offtaken, Industrial Offtake Total",0.04856869
2022-11-05,"NTS Energy Offtaken, LDZ Offtake Total",1.331145631
2022-11-05,"NTS Energy Offtaken, Powerstations Total",0.462233502
2022-11-04,"NTS Energy Offtaken, Industrial Offtake Total",0.068423473
2022-11-04,"NTS Energy Offtaken, LDZ Offtake Total",1.427740484
2022-11-04,"NTS Energy Offtaken, Powerstations Total",0.633745338
2022-11-03,"NTS Energy Offtaken, Industrial Offtake Total",0.074155165
2022-11-03,"NTS Energy Offtaken, LDZ Offtake Total",1.33223558
2022-11-03,"NTS Energy Offtaken, Powerstations Total",0.638439386
2022-11-02,"NTS Energy Offtaken, Industrial Offtake Total",0.051240905
2022-11-02,"NTS Energy Offtaken, LDZ Offtake Total",1.339790444
2022-11-02,"NTS Energy Offtaken, Powerstations Total",0.344304546
2022-11-01,"NTS Energy Offtaken, Industrial Offtake Total",0.054866618
2022-11-01,"NTS Energy Offtaken, LDZ Offtake Total",1.133542211
2022-11-01,"NTS Energy Offtaken, Powerstations Total",0.300117692
2022-10-31,"NTS Energy Offtaken, Industrial Offtake Total",0.060040733
2022-10-31,"NTS Energy Offtaken, LDZ Offtake Total",1.006173344
2022-10-31,"NTS Energy Offtaken, Powerstations Total",0.486918505
2022-10-30,"NTS Energy Offtaken, Industrial Offtake Total",0.046118871
2022-10-30,"NTS Energy Offtaken, LDZ Offtake Total",0.893092542
2022-10-30,"NTS Energy Offtaken, Powerstations Total",0.326186438
2022-10-29,"NTS Energy Offtaken, Industrial Offtake Total",0.052184154
2022-10-29,"NTS Energy Offtaken, LDZ Offtake Total",0.872554409
2022-10-29,"NTS Energy Offtaken, Powerstations Total",0.460505647
2022-10-28,"NTS Energy Offtaken, Industrial Offtake Total",0.051489542
2022-10-28,"NTS Energy Offtaken, LDZ Offtake Total",0.845234872
2022-10-28,"NTS Energy Offtaken, Powerstations Total",0.534848289
2022-10-27,"NTS Energy Offtaken, Industrial Offtake Total",0.064058505
2022-10-27,"NTS Energy Offtaken, LDZ Offtake Total",0.884562209
2022-10-27,"NTS Energy Offtaken, Powerstations Total",0.607695636
2022-10-26,"NTS Energy Offtaken, Industrial Offtake Total",0.054635121
2022-10-26,"NTS Energy Offtaken, LDZ Offtake Total",0.87250193
2022-10-26,"NTS Energy Offtaken, Powerstations Total",0.456675109
2022-10-25,"NTS Energy Offtaken, Industrial Offtake Total",0.066870897
2022-10-25,"NTS Energy Offtaken, LDZ Offtake Total",0.95156175
2022-10-25,"NTS Energy Offtaken, Powerstations Total",0.694614041
2022-10-24,"NTS Energy Offtaken, Industrial Offtake Total",0.065230091
2022-10-24,"NTS Energy Offtaken, LDZ Offtake Total",0.936820029
2022-10-24,"NTS Energy Offtaken, Powerstations Total",0.600552894
2022-10-23,"NTS Energy Offtaken, Industrial Offtake Total",0.052872011
2022-10-23,"NTS Energy Offtaken, LDZ Offtake Total",0.822494506
2022-10-23,"NTS Energy Offtaken, Powerstations Total",0.491995155
2022-10-22,"NTS Energy Offtaken, Industrial Offtake Total",0.05516152
2022-10-22,"NTS Energy Offtaken, LDZ Offtake Total",0.817817615
2022-10-22,"NTS Energy Offtaken, Powerstations Total",0.634721776
2022-10-21,"NTS Energy Offtaken, Industrial Offtake Total",0.054893135
2022-10-21,"NTS Energy Offtaken, LDZ Offtake Total",0.989000046
2022-10-21,"NTS Energy Offtaken, Powerstations Total",0.746483574
2022-10-20,"NTS Energy Offtaken, Industrial Offtake Total",0.056442639
2022-10-20,"NTS Energy Offtaken, LDZ Offtake Total",1.032519358
2022-10-20,"NTS Energy Offtaken, Powerstations Total",0.837371203
2022-10-19,"NTS Energy Offtaken, Industrial Offtake Total",0.039853052
2022-10-19,"NTS Energy Offtaken, LDZ Offtake Total",1.009077895
2022-10-19,"NTS Energy Offtaken, Powerstations Total",0.603486759
2022-10-18,"NTS Energy Offtaken, Industrial Offtake Total",0.059499367
2022-10-18,"NTS Energy Offtaken, LDZ Offtake Total",1.038203413
2022-10-18,"NTS Energy Offtaken, Powerstations Total",0.829037469
2022-10-17,"NTS Energy Offtaken, Industrial Offtake Total",0.045451003
2022-10-17,"NTS Energy Offtaken, LDZ Offtake Total",0.917241861
2022-10-17,"NTS Energy Offtaken, Powerstations Total",0.577694041
2022-10-16,"NTS Energy Offtaken, Industrial Offtake Total",0.033553793
2022-10-16,"NTS Energy Offtaken, LDZ Offtake Total",0.963244285
2022-10-16,"NTS Energy Offtaken, Powerstations Total",0.335667987
2022-10-15,"NTS Energy Offtaken, Industrial Offtake Total",0.03015359
2022-10-15,"NTS Energy Offtaken, LDZ Offtake Total",0.94378432
2022-10-15,"NTS Energy Offtaken, Powerstations Total",0.314628979
2022-10-14,"NTS Energy Offtaken, Industrial Offtake Total",0.058531013
2022-10-14,"NTS Energy Offtaken, LDZ Offtake Total",1.017638496
2022-10-14,"NTS Energy Offtaken, Powerstations Total",0.775006036
2022-10-13,"NTS Energy Offtaken, Industrial Offtake Total",0.059652214
2022-10-13,"NTS Energy Offtaken, LDZ Offtake Total",1.013782448
2022-10-13,"NTS Energy Offtaken, Powerstations Total",0.802350597
2022-10-12,"NTS Energy Offtaken, Industrial Offtake Total",0.045872635
2022-10-12,"NTS Energy Offtaken, LDZ Offtake Total",1.136635253
2022-10-12,"NTS Energy Offtaken, Powerstations Total",0.786830858
2022-10-11,"NTS Energy Offtaken, Industrial Offtake Total",0.042951856
